Category,Prompt,CriticalInformation,author
Data Engineering,"ROLE: Data Lake Architect|OBJECTIVE: Design the folder structure and partitioning strategy for a data lake on **{cloud_storage_service}** for the data domain **{data_domain}**.|REQUIREMENTS: The structure should support both raw and processed data zones.|Partition the data by {partition_key_1} and {partition_key_2} to optimize query performance.|Recommend a file format ({file_format}) that supports schema evolution.|STYLE: Scalable, cost-effective, and query-friendly.|OUTPUT FORMAT: Markdown with a tree-style diagram of the folder structure.",cloud_storage_service|data_domain|partition_key_1|partition_key_2|file_format,Julius Brussee
Data Engineering,"ROLE: Backfill Pipeline Developer|OBJECTIVE: Write a script to perform a historical backfill of data for the period **{start_date}** to **{end_date}** for the ETL job **{job_name}**.|REQUIREMENTS: The script must be idempotent, allowing it to be re-run safely.|It should process data in parallel by {parallelization_unit} (e.g., day, month).|Use the orchestration tool {orchestration_tool} to manage the backfill workflow.|STYLE: Robust, efficient, and observable.|OUTPUT FORMAT: Python script with clear logging and error handling.",start_date|end_date|job_name|parallelization_unit|orchestration_tool,Julius Brussee
Data Engineering,"ROLE: Change Data Capture (CDC) Implementer|OBJECTIVE: Configure a Change Data Capture pipeline from a **{source_database_type}** database to a **{target_message_queue}** topic.|REQUIREMENTS: Use {cdc_tool} to capture row-level changes (inserts, updates, deletes).|The message format in the topic must be JSON.|Ensure the pipeline has at-least-once delivery semantics.|STYLE: Real-time, reliable, and low-impact on the source database.|OUTPUT FORMAT: YAML configuration file for the specified CDC tool.",source_database_type|target_message_queue|cdc_tool,Julius Brussee
Data Engineering,"ROLE: Data API Designer|OBJECTIVE: Design a REST API for exposing the dataset **{dataset_name}** to internal consumers.|REQUIREMENTS: The API must support pagination and filtering by {filterable_field}.|Implement an endpoint to retrieve a single record by its {primary_key}.|Document the API using the OpenAPI 3.0 specification.|STYLE: RESTful, consistent, and self-documenting.|OUTPUT FORMAT: YAML file containing the OpenAPI specification.",dataset_name|filterable_field|primary_key,Julius Brussee
MLOps,"ROLE: CI/CD for ML Specialist|OBJECTIVE: Create a CI/CD pipeline configuration in **{ci_cd_platform}** for training and deploying the ML model **{model_name}**.|REQUIREMENTS: The pipeline must trigger on commits to the {git_branch} branch.|Include stages for code linting, unit testing, model training, and deployment to a {staging_environment}.|Use {artifact_repository} to store the trained model artifact.|STYLE: Automated, reproducible, and production-grade.|OUTPUT FORMAT: YAML configuration file for the specified CI/CD platform.",ci_cd_platform|model_name|git_branch|staging_environment|artifact_repository,Julius Brussee
MLOps,"ROLE: Model Monitoring Architect|OBJECTIVE: Design a monitoring dashboard to track the performance of a live **{model_type}** model serving traffic for **{application_name}**.|REQUIREMENTS: Monitor for data drift in key features like {feature_1} and {feature_2}.|Track model performance metrics such as {performance_metric} in real-time.|Set up alerts on the monitoring tool {monitoring_tool} to trigger when performance drops by {alert_threshold_percent}%.|STYLE: Comprehensive, visual, and actionable for on-call engineers.|OUTPUT FORMAT: JSON configuration for a Grafana or Datadog dashboard.",model_type|application_name|feature_1|feature_2|performance_metric|monitoring_tool|alert_threshold_percent,Julius Brussee
MLOps,"ROLE: Feature Store Engineer|OBJECTIVE: Generate the Python code to define, register, and populate a feature group named **{feature_group_name}** in a feature store.|REQUIREMENTS: The feature group should contain features {feature_list}.|Use {feature_store_provider} as the feature store technology.|Include both an offline materialization schedule ({offline_schedule_cron}) and an online serving capability.|STYLE: Declarative, version-controlled, and reusable.|OUTPUT FORMAT: Python script using the specified feature store's SDK.",feature_group_name|feature_list|feature_store_provider|offline_schedule_cron,Julius Brussee
MLOps,"ROLE: ML Experiment Tracker|OBJECTIVE: Instrument the provided Python model training script **{script_path}** to log experiments to **{experiment_tracker}**.|REQUIREMENTS: Log hyperparameters such as {hyperparameter_1} and {hyperparameter_2}.|Log evaluation metrics, including {evaluation_metric}.|Save the final trained model as an artifact associated with the experiment run.|STYLE: Non-intrusive, organized, and facilitates model comparison.|OUTPUT FORMAT: A diff file showing the changes to the Python script.",script_path|experiment_tracker|hyperparameter_1|hyperparameter_2|evaluation_metric,Julius Brussee
MLOps,"ROLE: Model Deployment Strategist|OBJECTIVE: Create a deployment configuration for the model **{model_id}** from the model registry to a **{production_environment}** using a canary release strategy.|REQUIREMENTS: Initially route {initial_traffic_percentage}% of traffic to the new model version.|Use {deployment_tool} for orchestration (e.g., Kubeflow, Seldon Core).|Define rollback conditions based on a {rollback_metric} threshold.|STYLE: Safe, automated, and minimizes production risk.|OUTPUT FORMAT: YAML deployment specification.",model_id|production_environment|initial_traffic_percentage|deployment_tool|rollback_metric,Julius Brussee
MLOps,"ROLE: ML Infrastructure Cost Analyst|OBJECTIVE: Analyze the resource utilization of the ML training job **{job_id}** and provide recommendations to reduce costs on **{cloud_provider}**.|REQUIREMENTS: Evaluate CPU, GPU, and memory usage from {metrics_data_source}.|Suggest a more cost-effective instance type than the current {instance_type}.|Recommend using spot instances with a specific bidding strategy.|STYLE: Analytical, cost-conscious, and practical.|OUTPUT FORMAT: Markdown report with cost-saving recommendations.",job_id|cloud_provider|metrics_data_source|instance_type,Julius Brussee
MLOps,"ROLE: Data Versioning Specialist|OBJECTIVE: Integrate data versioning into the project using **{data_versioning_tool}** to track changes in the training dataset located at **{data_path}**.|REQUIREMENTS: Create a new version of the dataset linked to the Git commit hash.|The process should be part of the pre-commit hook.|The tool should integrate with the storage backend {storage_backend}.|STYLE: Reproducible, auditable, and integrated with Git workflow.|OUTPUT FORMAT: A shell script and a .pre-commit-config.yaml snippet.",data_versioning_tool|data_path|storage_backend,Julius Brussee
MLOps,"ROLE: ML Pipeline Debugger|OBJECTIVE: Provide a systematic debugging checklist for a failing ML pipeline **{pipeline_name}** in **{orchestration_platform}** where the error is **{error_message}**.|REQUIREMENTS: Check for issues in data access and schema validation.|Verify environment dependencies and resource allocation (CPU/memory).|Inspect logs for the failing component and suggest specific commands to retrieve them.|STYLE: Methodical, comprehensive, and problem-solving oriented.|OUTPUT FORMAT: Markdown checklist with debugging steps.",pipeline_name|orchestration_platform|error_message,Julius Brussee
MLOps,"ROLE: Model Explainability Engineer|OBJECTIVE: Generate a Python script to produce a model explainability report for the trained model artifact at **{model_artifact_path}**.|REQUIREMENTS: Use the {explainability_library} library (e.g., SHAP, LIME).|Generate a summary plot showing global feature importance.|For a given sample data point from {sample_data_csv}, produce a local explanation (force plot).|STYLE: Insightful, transparent, and helps build trust in the model.|OUTPUT FORMAT: Python script that outputs plots and a summary.",model_artifact_path|explainability_library|sample_data_csv,Julius Brussee
MLOps,"ROLE: ML Security Auditor|OBJECTIVE: Create a security audit plan for the machine learning system that serves the **{service_name}** application.|REQUIREMENTS: Assess risks of model inversion and membership inference attacks.|Review access controls for the model registry and feature store.|Check for vulnerabilities in the open-source libraries listed in {requirements_file}.|STYLE: Proactive, security-first, and risk-based.|OUTPUT FORMAT: Markdown document outlining the audit plan and checklist.",service_name|requirements_file,Julius Brussee
Cloud Architecture,"ROLE: Infrastructure as Code (IaC) Architect|OBJECTIVE: Write a Terraform module to provision a scalable, three-tier web application on **{cloud_provider}**.|REQUIREMENTS: The module must create a VPC, subnets, security groups, an autoscaling group for the web tier using {instance_type}, and a managed database {db_service}.|Parameterize the environment name (e.g., staging, prod) using a variable {environment_name}.|Include a README.md file explaining how to use the module.|STYLE: Reusable, modular, and follows Terraform best practices.|OUTPUT FORMAT: A set of .tf files for the module.",cloud_provider|instance_type|db_service|environment_name,Julius Brussee
Cloud Architecture,"ROLE: Cloud Cost Optimization Expert|OBJECTIVE: Analyze the cloud bill for account **{account_id}** from **{billing_data_source}** and identify the top 3 areas for cost savings.|REQUIREMENTS: Focus on the top spending services, such as {service_1} and {service_2}.|Recommend specific actions, such as implementing savings plans, rightsizing instances, or deleting unused resources like {resource_id}.|Estimate the monthly savings for each recommendation.|STYLE: Data-driven, actionable, and impactful.|OUTPUT FORMAT: Markdown report with a summary of findings and recommendations.",account_id|billing_data_source|service_1|service_2|resource_id,Julius Brussee
Cloud Architecture,"ROLE: Serverless Application Designer|OBJECTIVE: Design a serverless architecture for a real-time image processing service on **{cloud_provider}**.|REQUIREMENTS: Use an object storage service ({storage_service}) to trigger a serverless function ({function_service}) on image upload.|The function should perform {image_processing_task} and store the result in another bucket.|Include a managed queue service ({queue_service}) for handling processing failures.|STYLE: Event-driven, resilient, and pay-per-use.|OUTPUT FORMAT: An architecture diagram using Mermaid Markdown.",cloud_provider|storage_service|function_service|image_processing_task|queue_service,Julius Brussee
Cloud Architecture,"ROLE: Cloud Security Policy Engineer|OBJECTIVE: Create a security policy in **{policy_language}** (e.g., IAM Policy, Azure Policy) that enforces security best practices for the service **{service_name}**.|REQUIREMENTS: The policy must deny public access to resources.|Enforce encryption at rest using a customer-managed key from {key_management_service}.|The policy should be auditable and include a description of its purpose.|STYLE: Least-privilege, preventative, and clearly documented.|OUTPUT FORMAT: JSON or YAML file containing the policy definition.",policy_language|service_name|key_management_service,Julius Brussee
Cloud Architecture,"ROLE: Disaster Recovery Planner|OBJECTIVE: Develop a disaster recovery (DR) plan for the application **{application_name}** running in region **{primary_region}**.|REQUIREMENTS: Define a Recovery Time Objective (RTO) of {rto_hours} hours and a Recovery Point Objective (RPO) of {rpo_minutes} minutes.|The plan should use a pilot light strategy, replicating data to the DR region {dr_region}.|Include step-by-step failover and failback procedures.|STYLE: Comprehensive, testable, and ensures business continuity.|OUTPUT FORMAT: Markdown document outlining the DR plan.",application_name|primary_region|rto_hours|rpo_minutes|dr_region,Julius Brussee
Cloud Architecture,"ROLE: Multi-Cloud Networking Specialist|OBJECTIVE: Design a secure and performant network architecture to connect a VPC in **{cloud_1}** with a VNet in **{cloud_2}**.|REQUIREMENTS: Use a dedicated interconnect or VPN for the connection.|Configure firewall rules to only allow traffic on port {port_number} from a specific IP range {ip_range}.|The design must address DNS resolution between the two clouds.|STYLE: Secure, reliable, and considers latency.|OUTPUT FORMAT: A network topology diagram in Mermaid Markdown.",cloud_1|cloud_2|port_number|ip_range,Julius Brussee
Cloud Architecture,"ROLE: Kubernetes Cluster Architect|OBJECTIVE: Generate a configuration plan for a production-grade Kubernetes cluster on **{cloud_k8s_service}** for microservices application **{app_name}**.|REQUIREMENTS: The cluster should have at least two node pools: one for general workloads and one for {specialized_workload} workloads.|Implement pod security policies to restrict privileged containers.|Configure cluster autoscaling and pod autoscaling for the main deployment.|STYLE: Production-ready, secure, and highly available.|OUTPUT FORMAT: A shell script with gcloud/aws/az CLI commands to create the cluster.",cloud_k8s_service|app_name|specialized_workload,Julius Brussee
Cloud Architecture,"ROLE: Cloud Migration Strategist|OBJECTIVE: Create a phased migration plan to move the on-premise legacy application **{legacy_app_name}** to **{target_cloud_provider}**.|REQUIREMENTS: The plan should follow the '6 Rs' of migration, starting with a 'Rehost' (lift-and-shift) of the {app_server} server.|Phase 1 should be completed by {phase_1_deadline}.|Include a discovery checklist to gather information about the application's dependencies.|STYLE: Strategic, low-risk, and minimizes downtime.|OUTPUT FORMAT: Markdown document with a phased timeline and checklist.",legacy_app_name|target_cloud_provider|app_server|phase_1_deadline,Julius Brussee
Cloud Architecture,"ROLE: FinOps Analyst|OBJECTIVE: Create an automated tagging policy and enforcement mechanism for all resources in the cloud account **{account_name}**.|REQUIREMENTS: All resources must have tags for 'owner', 'cost-center', and 'environment'.|Use a serverless function triggered by {cloud_event_service} to check for non-compliant resources.|Non-compliant resources should be flagged and reported to the owner via {notification_channel}.|STYLE: Governance-focused, automated, and drives accountability.|OUTPUT FORMAT: A Python script for the serverless function and a Markdown policy document.",account_name|cloud_event_service|notification_channel,Julius Brussee
Cloud Architecture,"ROLE: Well-Architected Framework Reviewer|OBJECTIVE: Conduct a Well-Architected Framework review for the workload **{workload_name}** based on the **{framework_pillar}** pillar.|REQUIREMENTS: Generate a list of at least 10 questions based on the official AWS/Azure/GCP Well-Architected Framework.|For each question, provide the ideal answer and a RAG status (Red, Amber, Green).|Identify the top 3 highest-risk findings and suggest remediation actions.|STYLE: Thorough, best-practice oriented, and drives continuous improvement.|OUTPUT FORMAT: Markdown document with the review questions and findings.",workload_name|framework_pillar,Julius Brussee
DevOps & SRE,"ROLE: Site Reliability Engineer (SRE)|OBJECTIVE: Define Service Level Objectives (SLOs) and Service Level Indicators (SLIs) for the user-facing service **{service_name}**.|REQUIREMENTS: Define an availability SLI based on the success rate of {health_check_endpoint}.|Define a latency SLI where 99% of requests to {critical_endpoint} are faster than {latency_ms}ms.|Set an availability SLO of {slo_percentage}% over a 28-day rolling window.|STYLE: User-centric, measurable, and actionable.|OUTPUT FORMAT: YAML file in the format used by the OpenSLO specification.",service_name|health_check_endpoint|critical_endpoint|latency_ms|slo_percentage,Julius Brussee
DevOps & SRE,"ROLE: Observability Platform Engineer|OBJECTIVE: Create a structured logging policy for all microservices in the **{system_name}** ecosystem.|REQUIREMENTS: All logs must be in JSON format.|Each log entry must include a unique {correlation_id} for tracing requests across services.|Standardize key names for common fields like 'user_id', 'service_name', and 'log_level'.|STYLE: Consistent, machine-parsable, and enables effective debugging.|OUTPUT FORMAT: Markdown document defining the logging policy with JSON examples.",system_name|correlation_id,Julius Brussee
DevOps & SRE,"ROLE: Incident Postmortem Facilitator|OBJECTIVE: Generate a blameless postmortem template for the production incident that occurred on **{incident_date}** affecting **{impacted_service}**.|REQUIREMENTS: The template must include sections for Summary, Impact, Timeline, Root Causes, and Action Items.|The timeline should be detailed to the minute, using data from {monitoring_system}.|Action items must be SMART (Specific, Measurable, Achievable, Relevant, Time-bound) and assigned to an owner.|STYLE: Blameless, learning-oriented, and focused on preventing recurrence.|OUTPUT FORMAT: Markdown template pre-filled with incident details.",incident_date|impacted_service|monitoring_system,Julius Brussee
DevOps & SRE,"ROLE: Dockerfile Optimization Specialist|OBJECTIVE: Rewrite the provided Dockerfile at **{dockerfile_path}** to create a smaller and more secure container image for the **{application_type}** application.|REQUIREMENTS: Use a multi-stage build to separate the build environment from the runtime environment.|Run the application as a non-root user.|Minimize the number of layers by combining RUN commands.|STYLE: Efficient, secure, and follows containerization best practices.|OUTPUT FORMAT: The optimized Dockerfile content.",dockerfile_path|application_type,Julius Brussee
DevOps & SRE,"ROLE: Kubernetes Operator Developer|OBJECTIVE: Generate the boilerplate code for a Kubernetes Operator for the application **{app_name}** using **{operator_sdk_version}**.|REQUIREMENTS: The Operator should manage a Custom Resource Definition (CRD) named {crd_name}.|The reconciliation logic should ensure that a deployment with {replica_count} replicas is always running.|Include basic RBAC permissions for the Operator to manage deployments and pods.|STYLE: Declarative, automated, and extends Kubernetes functionality.|OUTPUT FORMAT: A Go source file for the main controller.",app_name|operator_sdk_version|crd_name|replica_count,Julius Brussee
DevOps & SRE,"ROLE: On-Call Playbook Author|OBJECTIVE: Create a playbook for the on-call engineer responding to the alert **{alert_name}** from the monitoring system **{monitoring_provider}**.|REQUIREMENTS: Include initial triage steps to assess the impact.|Provide specific commands to diagnose the issue, such as checking logs with {log_query_command}.|List escalation procedures, including who to contact ({escalation_contact}) if the issue is not resolved within {resolution_time_minutes} minutes.|STYLE: Actionable, easy to follow under pressure, and reduces mean time to resolution (MTTR).|OUTPUT FORMAT: Markdown document for the playbook.",alert_name|monitoring_provider|log_query_command|escalation_contact|resolution_time_minutes,Julius Brussee
DevOps & SRE,"ROLE: Chaos Engineering Lead|OBJECTIVE: Design a chaos engineering experiment to test the resiliency of the **{service_name}** to a failure of its dependency, **{dependency_service}**.|REQUIREMENTS: The experiment will inject latency up to {max_latency_ms}ms into the dependency calls.|Define a steady-state hypothesis: the service's p95 latency should not increase by more than {latency_increase_percent}%.|Use {chaos_engineering_tool} to run the experiment in the {target_environment} environment.|STYLE: Proactive, controlled, and builds confidence in system resilience.|OUTPUT FORMAT: YAML configuration for the specified chaos engineering tool.",service_name|dependency_service|max_latency_ms|latency_increase_percent|chaos_engineering_tool|target_environment,Julius Brussee
DevOps & SRE,"ROLE: GitOps Evangelist|OBJECTIVE: Create the directory structure and configuration for managing the Kubernetes cluster **{cluster_name}** using a GitOps approach with **{gitops_tool}**.|REQUIREMENTS: The Git repository {git_repo_url} will be the single source of truth.|Create separate directories for cluster-wide infrastructure (e.g., ingress controller) and application deployments.|Include a sample application deployment for {app_name} in the appropriate directory.|STYLE: Declarative, version-controlled, and fully automated.|OUTPUT FORMAT: A shell script that creates the directory structure and sample YAML files.",cluster_name|gitops_tool|git_repo_url|app_name,Julius Brussee
DevOps & SRE,"ROLE: Capacity Planning Analyst|OBJECTIVE: Forecast the resource needs for the **{service_name}** for the next **{forecast_horizon_months}** months based on historical usage data from **{usage_data_csv}**.|REQUIREMENTS: Project future CPU, memory, and storage requirements.|Identify the point at which the current capacity will be exhausted.|Recommend a scaling plan, including trigger points for adding new capacity.|STYLE: Predictive, data-driven, and ensures service availability.|OUTPUT FORMAT: Markdown report with forecast charts and a capacity plan.",service_name|forecast_horizon_months|usage_data_csv,Julius Brussee
DevOps & SRE,"ROLE: Secret Management Architect|OBJECTIVE: Design a secret management strategy for the application **{app_name}** running on Kubernetes.|REQUIREMENTS: Use {secret_manager_tool} as the central secret store.|Secrets should be injected into pods as environment variables or files at runtime.|Implement automatic rotation for the database password {db_secret_name} every {rotation_period_days} days.|STYLE: Secure, auditable, and removes secrets from Git repositories.|OUTPUT FORMAT: Markdown document describing the architecture and a sample Kubernetes manifest.",app_name|secret_manager_tool|db_secret_name|rotation_period_days,Julius Brussee
API Development,"ROLE: RESTful API Designer|OBJECTIVE: Design a RESTful API for managing a collection of **{resource_name}** resources.|REQUIREMENTS: Define standard CRUD operations (GET, POST, PUT, DELETE) for the resource.|The API must use proper HTTP status codes (e.g., 200, 201, 404).|Include support for filtering by {field_to_filter_by} and sorting by {field_to_sort_by}.|STYLE: RESTful, predictable, and follows standard conventions.|OUTPUT FORMAT: OpenAPI 3.0 specification in YAML.",resource_name|field_to_filter_by|field_to_sort_by,Julius Brussee
API Development,"ROLE: GraphQL Schema Architect|OBJECTIVE: Create a GraphQL schema for querying **{data_domain}** data, including the types **{type_1}** and **{type_2}**.|REQUIREMENTS: The schema must define at least one query to fetch data and one mutation to modify data.|Implement a relationship between {type_1} and {type_2}.|Include documentation strings for all types and fields.|STYLE: Strongly-typed, efficient, and self-documenting.|OUTPUT FORMAT: A .graphql file containing the schema definition language (SDL).",data_domain|type_1|type_2,Julius Brussee
API Development,"ROLE: API Security Specialist|OBJECTIVE: Outline a security plan to protect the public-facing API endpoint **{api_endpoint_url}**.|REQUIREMENTS: Implement OAuth 2.0 with the {grant_type} grant type for authentication and authorization.|Add rate limiting of {requests_per_minute} requests per minute per user.|Include input validation to prevent injection attacks on parameter {parameter_name}.|STYLE: Secure-by-design, layered, and protects against common threats.|OUTPUT FORMAT: Markdown document detailing the security measures.",api_endpoint_url|grant_type|requests_per_minute|parameter_name,Julius Brussee
API Development,"ROLE: API Gateway Configurator|OBJECTIVE: Generate the configuration for an API Gateway (**{api_gateway_provider}**) to expose the backend microservice **{microservice_name}**.|REQUIREMENTS: Route incoming requests from the public path `/{public_path}` to the internal service URL.|Apply a JWT authorizer to validate tokens issued by {jwt_issuer}.|Enable caching for GET requests with a TTL of {cache_ttl_seconds} seconds.|STYLE: Centralized, manageable, and improves performance.|OUTPUT FORMAT: YAML or JSON configuration file for the specified API Gateway.",api_gateway_provider|microservice_name|public_path|jwt_issuer|cache_ttl_seconds,Julius Brussee
API Development,"ROLE: gRPC Service Developer|OBJECTIVE: Write a Protocol Buffers (protobuf) definition for a gRPC service named **{service_name}** that includes the RPC method **{method_name}**.|REQUIREMENTS: The service should operate on a resource message named {resource_message}.|The {method_name} method should accept a {request_message} and return a {response_message}.|Use proto3 syntax.|STYLE: Performant, strongly-typed, and contract-first.|OUTPUT FORMAT: A .proto file with the service definition.",service_name|method_name|resource_message|request_message|response_message,Julius Brussee
API Development,"ROLE: API Mocking Specialist|OBJECTIVE: Create a mock API server configuration for the API defined in the OpenAPI spec **{openapi_spec_file}**.|REQUIREMENTS: The mock server should generate realistic data for all endpoints.|For the endpoint `/{endpoint_path}`, return a specific example response when the header `{header_name}` is present.|Use {mocking_tool} to run the mock server.|STYLE: Realistic, enables parallel development, and improves testing.|OUTPUT FORMAT: A configuration file for the specified mocking tool.",openapi_spec_file|endpoint_path|header_name|mocking_tool,Julius Brussee
API Development,"ROLE: API Versioning Strategist|OBJECTIVE: Propose an API versioning strategy for the existing public API **{api_name}**.|REQUIREMENTS: The strategy should be {versioning_method} (e.g., URI path, header, query parameter).|Outline a plan for deprecating the old version, {old_version}, by {deprecation_date}.|Explain how breaking and non-breaking changes will be handled.|STYLE: Non-disruptive, clear to consumers, and allows for evolution.|OUTPUT FORMAT: Markdown document describing the versioning strategy.",api_name|versioning_method|old_version|deprecation_date,Julius Brussee
API Development,"ROLE: Webhook Integration Engineer|OBJECTIVE: Design a system to reliably receive and process incoming webhooks from the third-party service **{third_party_service}**.|REQUIREMENTS: Use a dedicated endpoint `/{webhook_endpoint}` to receive the webhooks.|Place incoming payloads onto a message queue ({message_queue_service}) for asynchronous processing to ensure immediate response.|Implement a signature verification mechanism using the secret key {secret_key_name} to authenticate webhooks.|STYLE: Asynchronous, resilient, and secure.|OUTPUT FORMAT: An architecture diagram in Mermaid Markdown and a Python/Node.js code snippet for the endpoint.",third_party_service|webhook_endpoint|message_queue_service|secret_key_name,Julius Brussee
API Development,"ROLE: API Documentation Writer|OBJECTIVE: Generate user-friendly documentation for the API endpoint `POST /{resource_path}`.|REQUIREMENTS: Explain the purpose of the endpoint in simple terms.|Provide a clear example of the request body JSON object.|Document all possible response status codes, including {error_code_1} and {error_code_2}, with explanations.|STYLE: Clear, example-driven, and aimed at developers using the API.|OUTPUT FORMAT: Markdown formatted for a documentation site like Slate or ReadMe.",resource_path|error_code_1|error_code_2,Julius Brussee
API Development,"ROLE: API Performance Test Scripter|OBJECTIVE: Create a performance test script using **{performance_test_tool}** to load test the API endpoint **{endpoint_to_test}**.|REQUIREMENTS: Simulate a load of {concurrent_users} concurrent users for a duration of {test_duration_minutes} minutes.|The test should assert that the p95 response time is below {p95_threshold_ms}ms.|Capture and report the error rate throughout the test.|STYLE: Realistic, repeatable, and helps identify performance bottlenecks.|OUTPUT FORMAT: A script file for the specified performance testing tool (e.g., k6, JMeter).",performance_test_tool|endpoint_to_test|concurrent_users|test_duration_minutes|p95_threshold_ms,Julius Brussee
Legal Tech,"ROLE: Contract Analysis Specialist|OBJECTIVE: Extract key clauses from the legal agreement text provided in **{contract_text_file}**.|REQUIREMENTS: Identify and extract the 'Limitation of Liability', 'Indemnification', and 'Confidentiality' clauses.|For the 'Limitation of Liability' clause, extract the liability cap amount.|The output should be structured for review by a paralegal.|STYLE: Accurate, structured, and focused on risk-relevant clauses.|OUTPUT FORMAT: JSON object with keys for each clause.",contract_text_file,Julius Brussee
Legal Tech,"ROLE: eDiscovery Document Reviewer|OBJECTIVE: Classify a batch of documents from **{document_set_path}** as 'Relevant' or 'Not Relevant' to the legal case **{case_name}**.|REQUIREMENTS: The classification should be based on the presence of keywords from the list {keyword_list}.|The review must also flag any documents containing privileged information using the term {privilege_indicator}.|Generate a CSV log of all documents and their classifications.|STYLE: Defensible, efficient, and reduces manual review time.|OUTPUT FORMAT: A CSV file with columns: DocumentID, Classification, PrivilegeFlag.",document_set_path|case_name|keyword_list|privilege_indicator,Julius Brussee
Legal Tech,"ROLE: Compliance Policy Drafter|OBJECTIVE: Draft a data retention policy for the company **{company_name}** that complies with the regulation **{regulation_name}**.|REQUIREMENTS: The policy must specify retention periods for different data types, such as {data_type_1} and {data_type_2}.|Include procedures for legal holds and data disposal.|The policy should be written in clear, unambiguous language for a non-legal audience.|STYLE: Compliant, operational, and easy to understand.|OUTPUT FORMAT: Markdown document for an internal policy portal.",company_name|regulation_name|data_type_1|data_type_2,Julius Brussee
Legal Tech,"ROLE: Legal Research Assistant|OBJECTIVE: Summarize the top 5 most relevant case law precedents related to the legal issue of **{legal_issue}** in the jurisdiction of **{jurisdiction}**.|REQUIREMENTS: For each case, provide the citation, a brief summary of the facts, and the court's holding.|The summary should focus on the legal reasoning most pertinent to the issue.|Use legal research database {legal_database} as the primary source.|STYLE: Concise, accurate, and useful for a practicing attorney.|OUTPUT FORMAT: Markdown report with a numbered list of case summaries.",legal_issue|jurisdiction|legal_database,Julius Brussee
Legal Tech,"ROLE: Due Diligence Checklist Generator|OBJECTIVE: Create a legal due diligence checklist for a merger and acquisition (M&A) transaction where the target company is in the **{target_industry}** industry.|REQUIREMENTS: The checklist should cover key areas like corporate records, contracts, intellectual property, and litigation.|Include specific questions related to industry-specific regulations, such as {industry_regulation_1}.|The checklist should be organized by category and priority.|STYLE: Comprehensive, risk-aware, and tailored to the transaction.|OUTPUT FORMAT: Markdown checklist with nested categories.",target_industry|industry_regulation_1,Julius Brussee
Legal Tech,"ROLE: Deposition Summary Automator|OBJECTIVE: Generate a summary of the deposition transcript located at **{transcript_file_path}** of the witness **{witness_name}**.|REQUIREMENTS: The summary should be in a 'page-line' format.|Extract key admissions and contradictory statements made by the witness.|The summary should not exceed {summary_page_limit} pages.|STYLE: Objective, concise, and highlights critical testimony.|OUTPUT FORMAT: Markdown document with a table for the summary.",transcript_file_path|witness_name|summary_page_limit,Julius Brussee
Legal Tech,"ROLE: Intellectual Property (IP) Auditor|OBJECTIVE: Analyze the source code repository at **{repo_url}** to identify potential IP risks.|REQUIREMENTS: Scan for the use of third-party libraries with restrictive licenses, such as {license_type_1} and {license_type_2}.|Identify any hard-coded credentials or API keys.|Check for files with missing copyright headers.|STYLE: Proactive, risk-mitigating, and automated.|OUTPUT FORMAT: A summary report in Markdown listing all findings.",repo_url|license_type_1|license_type_2,Julius Brussee
Legal Tech,"ROLE: Legal Billing Analyst|OBJECTIVE: Review a legal invoice file **{invoice_csv}** and flag any billing entries that violate the company's billing guidelines.|REQUIREMENTS: Flag entries that are block-billed (lumped together).|Identify any time entries from unapproved legal staff listed in {unapproved_staff_list}.|Calculate the total amount of the flagged entries.|STYLE: Analytical, detail-oriented, and focused on cost control.|OUTPUT FORMAT: Markdown report with a table of flagged entries and a summary total.",invoice_csv|unapproved_staff_list,Julius Brussee
Legal Tech,"ROLE: Redaction Automation Specialist|OBJECTIVE: Create a redacted version of the document at **{document_path}** by removing all personally identifiable information (PII).|REQUIREMENTS: Redact names, addresses, phone numbers, and social security numbers.|Also redact the specific project name {project_codename}.|The output should be a new PDF file with the redactions applied as black boxes.|STYLE: Accurate, irreversible, and protects sensitive information.|OUTPUT FORMAT: A new PDF file (conceptual output). The prompt should generate the instructions for a tool.",document_path|project_codename,Julius Brussee
Legal Tech,"ROLE: Regulatory Change Monitor|OBJECTIVE: Generate a summary of recent regulatory changes related to **{regulatory_topic}** from the government source **{source_url}**.|REQUIREMENTS: The summary should cover changes within the last {time_period_days} days.|Explain the potential impact of the changes on a company operating in the {industry_sector} sector.|Include links to the full text of the new regulations.|STYLE: Timely, relevant, and provides actionable intelligence.|OUTPUT FORMAT: An email-ready newsletter in Markdown.",regulatory_topic|source_url|time_period_days|industry_sector,Julius Brussee
Supply Chain Management,"ROLE: Demand Forecasting Analyst|OBJECTIVE: Generate a demand forecast for product **{product_sku}** for the next **{forecast_horizon_weeks}** weeks.|REQUIREMENTS: Use historical sales data from {sales_data_csv}.|The forecast should account for seasonality and the upcoming promotion on {promotion_date}.|Provide the forecast values along with 80% and 95% confidence intervals.|STYLE: Statistical, accurate, and includes uncertainty measures.|OUTPUT FORMAT: A CSV file with columns: Week, Forecast, Lower_80, Upper_80, Lower_95, Upper_95.",product_sku|forecast_horizon_weeks|sales_data_csv|promotion_date,Julius Brussee
